1/24/13,15:00,16:50,LL210_CS,HTA102C,*
1/24/13,15:00,16:50,104_CS,HTA273,*
1/24/13,16:00,16:50,101_CS,ECE141,*
1/24/13,16:00,16:50,502_CS,ECE361,*
1/24/13,16:00,16:50,427_CS,PH214SP,*
1/24/13,16:00,20:00,Rose_Auditorium,School of Art-D. William,*
1/24/13,17:00,18:00,506_CS,The Cooper Ballroom club-Sophie Lee Landau,*
1/24/13,17:00,18:00,503_CS,Battlebots meeting-A. Crudge,*
1/24/13,18:00,19:50,502_CS,ECE411,*
1/24/13,18:00,19:50,505_CS,H327,*
1/24/13,18:00,20:50,503_CS,CE431,*
1/24/13,18:00,20:50,106_CS,CE449,*
1/24/13,18:00,20:50,LL210_CS,ECE150A,*
1/24/13,18:00,20:50,105_CS,ECE305,*
1/24/13,18:00,20:50,504_CS,EID/ME105,*
1/24/13,18:00,20:50,104_CS,EID325,*
1/24/13,18:00,20:50,101_CS,ESC120/121S,*
1/24/13,18:00,22:00,806_CS,ART SHTML-Sparling,*
1/25/13,8:00,9:50,505_CS,ECE111,*
1/25/13,9:00,9:50,105_CS,MA352,*
1/25/13,9:00,10:50,427_CS,MA223C2,*
1/25/13,10:00,10:50,105_CS,HSS2L,*
1/25/13,10:00,10:50,504_CS,ME155A,*
1/25/13,10:00,11:50,505_CS,ECE135,*
1/25/13,10:00,11:50,101_CS,HSS2J,*
1/25/13,10:00,11:50,104_CS,HSS2K,*
1/25/13,10:00,11:50,LL210_CS,HTA102B,*
1/25/13,10:00,12:50,503_CS,H321,*
1/25/13,10:00,12:50,502_CS,HSS4D,*
1/25/13,11:00,11:50,427_CS,CH233D,*
1/25/13,11:00,11:50,506_CS,MA224M,*
1/25/13,11:00,11:50,Rose_Auditorium,PH112L,*
1/25/13,11:00,12:50,105_CS,HSS4N,*
1/25/13,11:00,13:50,504_CS,ESC120/121C,*
1/25/13,11:00,14:00,201A_CS,Engineering Meetings,*
1/25/13,12:00,12:50,505_CS,ME155B,*
1/25/13,12:00,13:50,427_CS,CH160D,*
1/25/13,12:00,13:50,506_CS,ECE103,*
1/25/13,12:00,13:50,101_CS,MA113A,*
1/25/13,13:00,13:50,502_CS,CH111C,*
1/25/13,14:00,14:50,506_CS,ECE302,*
1/25/13,14:00,14:50,505_CS,EID103,*
1/25/13,14:00,14:50,502_CS,HSS4J,*
1/25/13,14:00,15:50,504_CS,MA113B,*
1/25/13,14:00,16:50,105_CS,H374,*
1/25/13,14:00,16:50,503_CS,H442,*
1/25/13,14:00,16:50,101_CS,HSS4M,*
1/25/13,14:00,16:50,427_CS,RS201F,*
1/25/13,15:00,17:00,802_CS,ARCH 118B CAD/Descr Geo:  Lowder,*
1/25/13,15:00,17:00,806_CS,ART Intro to Tech-Dolan,*
1/25/13,15:30,20:30,LL101_CS,Public Progs-C. Sarkissian,*
1/25/13,16:00,20:00,Rose_Auditorium,School of Art  David William,*
1/25/13,17:00,20:00,806_CS,ARCH 177-Lorenzo-Eiroa,*
1/26/13,9:00,16:00,101_CS,OUTREACH PROG-Mixed Media,*
1/26/13,9:00,18:00,903_CS,SATURDAY PROG,*
1/26/13,9:00,18:00,901_CS,SATURDAY PROG,*
1/26/13,9:00,18:00,505_CS,Saturday Program,*
1/26/13,9:00,18:00,506_CS,Saturday Program,*
1/26/13,15:00,17:00,806_CS,FA100.2 SEC A-D,*
1/26/13,15:00,20:00,Rose_Auditorium,School of Art\nSteve Lam\nslam@cooper.edu,*
1/28/13,2:00,3:50,506_CS,ME101,*
1/28/13,5:00,5:50,504_CS,MA113B,*
1/28/13,9:00,9:50,427_CS,MA347,*
1/28/13,9:00,10:50,101_CS,CH160A,*
1/28/13,9:00,10:50,504_CS,ESC120/121M,*
1/28/13,9:00,10:50,LL101_CS,MA113D,*
1/28/13,9:00,10:50,502_CS,MA402,*
1/28/13,10:00,10:50,Rose_Auditorium,HSS4A,*
1/28/13,10:00,10:50,104_CS,S315,*
1/28/13,10:00,11:50,427_CS,CH232,*
1/28/13,10:00,11:50,506_CS,HSS2B,*
1/28/13,10:00,11:50,801_CS,HSS2C,*
1/28/13,10:00,12:50,201_CS,H395,*
1/28/13,11:00,11:50,505_CS,ESC161,*
1/28/13,11:00,11:50,503_CS,HSS2A,*
1/28/13,11:00,11:50,104_CS,MA224E,*
1/28/13,11:00,11:50,802_CS,ME142,*
1/28/13,11:00,12:50,504_CS,CE131L,*
1/28/13,11:00,12:50,101_CS,CH262,*
1/28/13,11:00,13:50,LL210_CS,ECE421,*
1/28/13,11:00,13:50,106_CS,ECE460,*
1/28/13,11:00,14:00,201A_CS,Engineering Meetings,*
1/28/13,12:00,12:50,427_CS,CH223A,*
1/28/13,12:00,12:50,Rose_Auditorium,ESC000.2,*
1/28/13,12:00,12:50,503_CS,ESC000.2,*
1/28/13,12:00,13:50,104_CS,CHE161.2A,*
1/28/13,12:00,13:50,105_CS,CHE161.2B,*
1/28/13,12:00,13:50,505_CS,EID124,*
1/28/13,12:00,13:50,LL101_CS,HSS4I,*
1/28/13,12:00,13:50,506_CS,HTA274,*
1/28/13,13:00,13:50,504_CS,CE341,*
1/28/13,13:00,14:50,427_CS,CHE121,*
1/28/13,13:00,14:50,Rose_Auditorium,PH112L,*
1/28/13,13:00,15:50,101_CS,ARCH122B,*
1/28/13,14:00,14:50,505_CS,HSS4H,*
1/28/13,14:00,15:50,503_CS,MA240SP,*
1/28/13,14:00,15:50,502_CS,MA345,*
1/28/13,14:00,15:50,506_CS,ME101,*
1/28/13,14:00,16:50,504_CS,CE131A,*
1/28/13,14:00,16:50,105_CS,ME493,*
1/28/13,15:00,15:50,801_CS,S374,*
1/28/13,15:00,16:00,104_CS,HSS4I,*
1/28/13,15:00,16:50,505_CS,ESC110.1,*
1/28/13,15:00,16:50,106_CS,HSS4F,*
1/28/13,15:00,17:50,LL210_CS,EID365,*
1/28/13,15:00,17:50,427_CS,ESC110.1,*
1/28/13,15:00,17:50,LL101_CS,HSS377,*
1/28/13,17:00,17:50,506_CS,ESC101C,*
1/28/13,17:00,17:50,504_CS,MA113B,*
1/28/13,17:00,19:50,106_CS,ECE150B,*
1/28/13,17:00,19:50,505_CS,ECE343,*
1/28/13,18:00,19:50,504_CS,CH160D,*
1/28/13,18:00,20:50,503_CS,CE427,*
1/28/13,18:00,20:50,105_CS,CW,*
1/28/13,18:00,20:50,201_CS,CW,*
1/28/13,18:00,20:50,801_CS,CW,*
1/28/13,18:00,20:50,427_CS,CW,*
1/28/13,18:00,20:50,506_CS,CW,*
1/28/13,18:00,20:50,101_CS,ECE151A,*
1/28/13,18:00,20:50,502_CS,ME407,*
1/28/13,18:00,20:50,802_CS,ME407,*
1/28/13,18:00,20:50,LL101_CS,S318,*
1/28/13,18:00,21:00,806_CS,ART Motion Graphics-Vondracek,*
1/28/13,18:00,21:00,104_CS,BIO101,*
1/28/13,18:30,20:30,Rose_Auditorium,Public Prog.-C. Sarkissian,*
1/28/13,21:00,22:00,506_CS,Eng Student Council mtg-S. Phadke,*
1/29/13,9:00,9:50,505_CS,CE142,*
1/29/13,9:00,9:50,427_CS,CH111B,*
1/29/13,9:00,9:50,Rose_Auditorium,HSS4B,*
1/29/13,9:00,9:50,504_CS,MA223C2,*
1/29/13,9:00,10:50,LL210_CS,HSS2I,*
1/29/13,9:00,10:50,105_CS,HSS4E,*
1/29/13,9:00,10:50,104_CS,MA347,*
1/29/13,10:00,10:50,106_CS,ECE425,*
1/29/13,10:00,10:50,801_CS,HSS2G,*
1/29/13,10:00,11:50,504_CS,CE142,*
1/29/13,10:00,11:50,502_CS,ESC101C,*
1/29/13,10:00,11:50,427_CS,ESC130.1,*
1/29/13,10:00,11:50,506_CS,HSS2E,*
1/29/13,10:00,11:50,101_CS,HSS2F,*
1/29/13,10:00,11:50,305_CS,HSS2H,*
1/29/13,10:00,11:50,503_CS,MA224M,*
1/29/13,10:00,11:50,505_CS,ME130,*
1/29/13,11:00,11:50,104_CS,CHE441,*
1/29/13,11:00,11:50,106_CS,ECE341,*
1/29/13,11:00,11:50,801_CS,HSS2K,*
1/29/13,11:00,11:50,LL210_CS,MA402,*
1/29/13,12:00,14:00,101_CS,Faculty mtg-A. Grossman,*
1/29/13,12:00,14:00,506_CS,The Cooper Ballroom club-Sophie Lee Landau,*
1/29/13,12:00,14:00,105_CS,Career Center Event-T. Burrell,*
1/29/13,12:00,14:00,201A_CS,Curriculum Committee Mtg-A. Newmark,*
1/29/13,14:00,14:50,201_CS,CH111D,*
1/29/13,14:00,15:50,427_CS,CHE141,*
1/29/13,14:00,15:50,105_CS,CHE161.2A,*
1/29/13,14:00,15:50,106_CS,CHE161.2B,*
1/29/13,14:00,15:50,505_CS,MA113A,*
1/29/13,14:00,15:50,Rose_Auditorium,PH214L,*
1/29/13,14:00,16:50,802_CS,CE131B,*
1/29/13,14:00,16:50,504_CS,CE363A-C,*
1/29/13,14:00,16:50,502_CS,ECE196A,*
1/29/13,14:00,16:50,503_CS,ECE196B,*
1/29/13,14:00,16:50,104_CS,EID170,*
1/29/13,14:00,16:50,LL210_CS,ME160A,*
1/29/13,15:00,16:50,201_CS,HTA102A,*
1/29/13,16:00,16:50,106_CS,CHE430,*
1/29/13,16:00,16:50,427_CS,MA240C,*
1/29/13,16:00,17:50,101_CS,ECE141,*
1/29/13,16:00,17:50,505_CS,ESC161,*
1/29/13,16:00,17:50,105_CS,MA240K,*
1/29/13,17:00,17:50,502_CS,CHE151,*
1/29/13,17:00,17:50,503_CS,EID376,*
1/29/13,17:00,19:50,504_CS,CE120,*
1/29/13,17:00,19:50,427_CS,CE441,*
1/29/13,18:00,19:50,505_CS,PH112A,*
1/29/13,18:00,20:50,106_CS,CE422,*
1/29/13,18:00,20:50,LL210_CS,ECE314,*
1/29/13,18:00,20:50,502_CS,ECE434,*
1/29/13,18:00,20:50,105_CS,EID370,*
1/29/13,18:00,20:50,101_CS,ME320,*
1/29/13,18:00,20:50,503_CS,S354,*
1/29/13,18:00,20:50,104_CS,S354,*
1/29/13,18:00,21:00,802_CS,ENG Immigrant Engineer prog.-Tzavelis,*
1/29/13,19:00,22:00,Rose_Auditorium,IDS--Judy Bernstein,*
1/30/13,9:00,9:50,506_CS,ESC120/121M,*
1/30/13,9:00,9:50,502_CS,MA240K,*
1/30/13,9:00,9:50,505_CS,ME153,*
1/30/13,9:00,10:50,101_CS,CH160A,*
1/30/13,9:00,10:50,104_CS,CHE441,*
1/30/13,9:00,10:50,503_CS,HSS2A,*
1/30/13,9:00,10:50,Rose_Auditorium,HSS4B,*
1/30/13,9:00,10:50,105_CS,MA352,*
1/30/13,9:00,13:00,806_CS,ART GD1-Essl,*
1/30/13,9:00,13:50,504_CS,CE142,*
1/30/13,10:00,11:50,502_CS,CHE151,*
1/30/13,10:00,11:50,LL210_CS,HSS2L,*
1/30/13,10:00,11:50,505_CS,ME142,*
1/30/13,10:00,12:50,802_CS,EID110,*
1/30/13,11:00,11:50,506_CS,ECE103,*
1/30/13,11:00,11:50,Rose_Auditorium,ESC000.4,*
1/30/13,11:00,11:50,503_CS,ESC000.4,*
1/30/13,11:00,11:50,104_CS,HSS2B,*
1/30/13,11:00,11:50,801_CS,HSS2C,*
1/30/13,11:00,11:50,305_CS,HSS2H,*
1/30/13,11:00,11:50,201_CS,HSS2J,*
1/30/13,11:00,13:50,105_CS,ME300,*
1/30/13,11:00,14:00,201A_CS,Engineering Meetings,*
1/30/13,12:00,12:50,101_CS,ESC101M,*
1/30/13,12:00,12:50,427_CS,ESC130.1,*
1/30/13,12:00,12:50,LL210_CS,HSS4F,*
1/30/13,12:00,12:50,305_CS,HSS4N,*
1/30/13,12:00,12:50,104_CS,MA113D,*
1/30/13,12:00,12:50,502_CS,MA240SP,*
1/30/13,12:00,13:50,506_CS,ECE302,*
1/30/13,12:00,13:50,801_CS,HSS2G,*
1/30/13,12:00,14:50,106_CS,CHE460,*
1/30/13,13:00,13:50,427_CS,CH233B,*
1/30/13,13:00,13:50,502_CS,HSS2E,*
1/30/13,13:00,13:50,503_CS,HSS2F,*
1/30/13,13:00,13:50,LL210_CS,HSS4G,*
1/30/13,13:00,13:50,104_CS,PH214C,*
1/30/13,13:00,14:50,Rose_Auditorium,HSS4A,*
1/30/13,13:00,15:50,505_CS,CE361A/B,*
1/30/13,13:00,15:50,101_CS,ECE151B,*
1/30/13,14:00,14:50,502_CS,CH111A,*
1/30/13,14:00,15:50,427_CS,CH160B,*
1/30/13,14:00,15:50,503_CS,ECE361,*
1/30/13,14:00,15:50,801_CS,HSS4H,*
1/30/13,14:00,15:50,504_CS,MA223C1,*
1/30/13,14:00,15:50,105_CS,PH112E,*
1/30/13,14:00,16:50,104_CS,CH340,*
1/30/13,14:00,16:50,506_CS,ME/EID458,*
1/30/13,14:00,16:50,LL210_CS,ME160B,*
1/30/13,15:00,16:50,502_CS,HTA102,*
1/30/13,16:00,16:50,427_CS,CHE447,*
1/30/13,16:00,16:50,802_CS,ECE110A,*
1/30/13,16:00,16:50,503_CS,ECE411,*
1/30/13,16:00,16:50,505_CS,MA240C,*
1/30/13,17:00,17:50,802_CS,ECE110B,*
1/30/13,17:00,17:50,503_CS,ECE462,*
1/30/13,17:00,17:50,505_CS,MA113A,*
1/30/13,18:00,18:50,802_CS,ECE110C,*
1/30/13,18:00,19:50,504_CS,CH160D,*
1/30/13,18:00,19:50,LL210_CS,HTA263,*
1/30/13,18:00,19:50,101_CS,HTA341,*
1/30/13,18:00,20:50,106_CS,ECE442,*
1/30/13,18:00,20:50,502_CS,EID125,*
1/30/13,18:00,20:50,Rose_Auditorium,H327,*
1/30/13,18:00,20:50,505_CS,MA151,*
1/30/13,18:00,20:50,503_CS,ME363,*
1/30/13,18:00,20:50,427_CS,S347,*
1/31/13,9:00,10:50,427_CS,CHE141,*
1/31/13,9:00,10:50,806_CS,CHE141,*
1/31/13,9:00,10:50,505_CS,ECE135,*
1/31/13,9:00,10:50,502_CS,H352,*
1/31/13,9:00,10:50,104_CS,MA224E,*
1/31/13,9:00,10:50,504_CS,ME153,*
1/31/13,9:00,10:50,503_CS,PH112C,*
1/31/13,10:00,10:50,105_CS,ME101,*
1/31/13,10:00,11:50,101_CS,CHE447,*
1/31/13,10:00,11:50,201_CS,HSS4L,*
1/31/13,10:00,11:50,506_CS,ME155B,*
1/31/13,11:00,11:50,504_CS,CE131L,*
1/31/13,11:00,11:50,104_CS,CH233C,*
1/31/13,11:00,11:50,427_CS,CHE121,*
1/31/13,11:00,11:50,LL210_CS,HSS2I,*
1/31/13,11:00,11:50,503_CS,HSS4E,*
1/31/13,11:00,11:50,505_CS,ME130,*
1/31/13,11:00,11:50,806_CS,ME130,*
1/31/13,11:00,12:50,106_CS,ECE341,*
1/31/13,11:00,12:50,502_CS,ECE462,*
1/31/13,11:00,12:50,105_CS,PH166,*
1/31/13,11:00,14:00,201A_CS,Engineering Meetings,*
1/31/13,12:00,12:50,505_CS,EID124,*
1/31/13,12:00,12:50,506_CS,MA223C1,*
1/31/13,12:00,13:50,427_CS,CHE430,*
1/31/13,12:00,13:50,504_CS,EID376,*
1/31/13,13:00,13:50,503_CS,MA345,*
1/31/13,13:00,13:50,505_CS,ME100A/B,*
1/31/13,13:00,13:50,Rose_Auditorium,PH112L,*
1/31/13,13:00,14:50,502_CS,ECE164,*
1/31/13,13:00,14:50,506_CS,MA240C,*
1/31/13,13:00,14:50,101_CS,ME155A,*
1/31/13,14:00,14:50,427_CS,CH111E,*
1/31/13,14:00,15:50,106_CS,ECE425,*
1/31/13,14:00,15:50,105_CS,PH112D,*
1/31/13,14:00,16:50,504_CS,CE122,*
1/31/13,14:00,16:50,503_CS,ECE161,*
1/31/13,14:00,16:50,505_CS,ME164,*
1/31/13,14:00,18:00,806_CS,ART GD1-Joel,*
1/31/13,15:00,15:50,Rose_Auditorium,PH214L,*
1/31/13,15:00,16:50,LL210_CS,HTA102C,*
1/31/13,15:00,16:50,104_CS,HTA273,*
1/31/13,16:00,16:50,101_CS,ECE141,*
1/31/13,16:00,16:50,502_CS,ECE361,*
1/31/13,16:00,16:50,427_CS,PH214SP,*
1/31/13,16:00,20:00,Rose_Auditorium,School of Art  David William,*
1/31/13,17:00,18:00,506_CS,The Cooper Ballroom club-Sophie Lee Landau,*
1/31/13,18:00,19:50,502_CS,ECE411,*
1/31/13,18:00,19:50,505_CS,H327,*
1/31/13,18:00,20:50,503_CS,CE431,*
1/31/13,18:00,20:50,106_CS,CE449,*
1/31/13,18:00,20:50,LL210_CS,ECE150A,*
1/31/13,18:00,20:50,105_CS,ECE305,*
1/31/13,18:00,20:50,504_CS,EID/ME105,*
1/31/13,18:00,20:50,104_CS,EID325,*
1/31/13,18:00,20:50,101_CS,ESC120/121S,*
1/31/13,18:00,22:00,806_CS,ART SHTML-Sparling,*
2/1/13,8:00,9:50,505_CS,ECE111,*
2/1/13,9:00,9:50,105_CS,MA352,*
2/1/13,9:00,10:50,427_CS,MA223C2,*
2/1/13,10:00,10:50,105_CS,HSS2L,*
2/1/13,10:00,10:50,504_CS,ME155A,*
2/1/13,10:00,11:50,505_CS,ECE135,*
2/1/13,10:00,11:50,101_CS,HSS2J,*
2/1/13,10:00,11:50,104_CS,HSS2K,*
2/1/13,10:00,11:50,LL210_CS,HTA102B,*
2/1/13,10:00,12:50,503_CS,H321,*
2/1/13,10:00,12:50,502_CS,HSS4D,*
2/1/13,11:00,11:50,427_CS,CH233D,*
2/1/13,11:00,11:50,506_CS,MA224M,*
2/1/13,11:00,11:50,Rose_Auditorium,PH112L,*
2/1/13,11:00,12:50,105_CS,HSS4N,*
2/1/13,11:00,13:50,504_CS,ESC120/121C,*
2/1/13,11:00,14:00,201A_CS,Engineering Meetings,*
2/1/13,12:00,12:50,505_CS,ME155B,*
2/1/13,12:00,13:50,427_CS,CH160D,*
2/1/13,12:00,13:50,506_CS,ECE103,*
2/1/13,12:00,13:50,101_CS,MA113A,*
2/1/13,13:00,13:50,502_CS,CH111C,*
2/1/13,14:00,14:50,506_CS,ECE302,*
2/1/13,14:00,14:50,505_CS,EID103,*
2/1/13,14:00,14:50,502_CS,HSS4J,*
2/1/13,14:00,15:50,504_CS,MA113B,*
2/1/13,14:00,16:50,105_CS,H374,*
2/1/13,14:00,16:50,503_CS,H442,*
2/1/13,14:00,16:50,101_CS,HSS4M,*
2/1/13,14:00,16:50,427_CS,RS201F,*
2/1/13,15:00,17:00,802_CS,ARCH 118B CAD/Descr Geo:  Lowder,*
2/1/13,15:00,17:00,806_CS,ART Intro to Tech-Dolan,*
2/1/13,17:00,19:00,Rose_Auditorium,Pablo Eiroa--Lecture on Certificate\ndavidg@cooper.edu,*
2/1/13,17:00,20:00,806_CS,ARCH 177-Lorenzo-Eiroa,*
2/2/13,9:00,16:00,101_CS,OUTREACH PROG-Mixed Media,*
2/2/13,9:00,18:00,903_CS,SATURDAY PROG,*
2/2/13,9:00,18:00,901_CS,SATURDAY PROG,*
2/2/13,9:00,18:00,505_CS,Saturday Program,*
2/2/13,9:00,18:00,506_CS,Saturday Program,*
2/2/13,15:00,17:00,806_CS,FA100.2 SEC A-D,*
2/2/13,15:00,20:00,Rose_Auditorium,School of Art  David William,*
2/4/13,2:00,3:50,506_CS,ME101,*
2/4/13,5:00,5:50,504_CS,MA113B,*
2/4/13,9:00,9:50,427_CS,MA347,*
2/4/13,9:00,10:50,101_CS,CH160A,*
2/4/13,9:00,10:50,504_CS,ESC120/121M,*
2/4/13,9:00,10:50,LL101_CS,MA113D,*
2/4/13,9:00,10:50,502_CS,MA402,*
2/4/13,10:00,10:50,Rose_Auditorium,HSS4A,*
2/4/13,10:00,10:50,104_CS,S315,*
2/4/13,10:00,11:50,427_CS,CH232,*
2/4/13,10:00,11:50,506_CS,HSS2B,*
2/4/13,10:00,11:50,801_CS,HSS2C,*
2/4/13,10:00,12:50,201_CS,H395,*
2/4/13,11:00,11:50,505_CS,ESC161,*
2/4/13,11:00,11:50,503_CS,HSS2A,*
2/4/13,11:00,11:50,104_CS,MA224E,*
2/4/13,11:00,11:50,802_CS,ME142,*
2/4/13,11:00,12:50,504_CS,CE131L,*
2/4/13,11:00,12:50,101_CS,CH262,*
2/4/13,11:00,13:50,LL210_CS,ECE421,*
2/4/13,11:00,13:50,106_CS,ECE460,*
2/4/13,11:00,14:00,201A_CS,Engineering Meetings,*
2/4/13,12:00,12:50,427_CS,CH223A,*
2/4/13,12:00,12:50,Rose_Auditorium,ESC000.2,*
2/4/13,12:00,12:50,503_CS,ESC000.2,*
2/4/13,12:00,13:50,104_CS,CHE161.2A,*
2/4/13,12:00,13:50,105_CS,CHE161.2B,*
2/4/13,12:00,13:50,505_CS,EID124,*
2/4/13,12:00,13:50,LL101_CS,HSS4I,*
2/4/13,12:00,13:50,506_CS,HTA274,*
2/4/13,13:00,13:50,504_CS,CE341,*
2/4/13,13:00,14:50,427_CS,CHE121,*
2/4/13,13:00,14:50,Rose_Auditorium,PH112L,*
2/4/13,13:00,15:50,101_CS,ARCH122B,*
2/4/13,14:00,14:50,505_CS,HSS4H,*
2/4/13,14:00,15:50,503_CS,MA240SP,*
2/4/13,14:00,15:50,502_CS,MA345,*
2/4/13,14:00,15:50,506_CS,ME101,*
2/4/13,14:00,16:50,504_CS,CE131A,*
2/4/13,14:00,16:50,105_CS,ME493,*
2/4/13,15:00,15:50,801_CS,S374,*
2/4/13,15:00,16:00,104_CS,HSS4I,*
2/4/13,15:00,16:50,505_CS,ESC110.1,*
2/4/13,15:00,16:50,106_CS,HSS4F,*
2/4/13,15:00,17:50,LL210_CS,EID365,*
2/4/13,15:00,17:50,427_CS,ESC110.1,*
2/4/13,15:00,17:50,LL101_CS,HSS377,*
2/4/13,17:00,17:50,506_CS,ESC101C,*
2/4/13,17:00,17:50,504_CS,MA113B,*
2/4/13,17:00,19:50,106_CS,ECE150B,*
2/4/13,17:00,19:50,505_CS,ECE343,*
2/4/13,18:00,19:50,504_CS,CH160D,*
2/4/13,18:00,20:50,503_CS,CE427,*
